_id,EVENT_UNIQUE_ID,REPORT_DATE,OCC_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DAY,REPORT_DOY,REPORT_DOW,REPORT_HOUR,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOY,OCC_DOW,OCC_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,UCR_CODE,UCR_EXT,OFFENCE,MCI_CATEGORY,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84
320926,GO-20222402909,12/9/2022,9/1/2022,2022,December,9,343,Friday    ,10,2022,September,1,244,Thursday  ,12,D53,"Apartment (Rooming House, Condo)",Apartment,2120,200,B&E,Break and Enter,174,South Eglinton-Davisville (174),104,Mount Pleasant West (104),-79.39089096,43.69950764
213105,GO-2020135640,1/16/2020,1/16/2020,2020,January,16,16,Thursday  ,19,2020,January,16,16,Thursday  ,19,NSA,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,1610,110,Robbery - Financial Institute,Robbery,NSA,NSA,NSA,NSA,,
296346,GO-2022940578,5/19/2022,5/19/2022,2022,May,19,139,Thursday  ,17,2022,May,19,139,Thursday  ,7,D31,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,27,York University Heights (27),27,York University Heights (27),-79.48815418,43.77316965
313878,GO-20221995834,10/13/2022,10/13/2022,2022,October,13,286,Thursday  ,18,2022,October,13,286,Thursday  ,17,D41,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1610,220,Robbery - Other,Robbery,123,Cliffcrest (123),123,Cliffcrest (123),-79.24501022,43.7140785
322138,GO-20222478559,12/19/2022,12/19/2022,2022,December,19,353,Monday    ,16,2022,December,19,353,Monday    ,15,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,170,Yonge-Bay Corridor (170),76,Bay Street Corridor (76),-79.38070695,43.65213469
179964,GO-2019557758,3/28/2019,3/21/2019,2019,March,28,87,Thursday  ,10,2019,March,21,80,Thursday  ,11,D43,Schools During Supervised Activity,Educational,1430,100,Assault,Assault,140,Guildwood (140),140,Guildwood (140),-79.20587158,43.7376897
272960,GO-20211908811,10/6/2021,10/4/2021,2021,October,6,279,Wednesday ,6,2021,October,4,277,Monday    ,21,D11,Ttc Bus,Transit,1420,100,Assault With Weapon,Assault,91,Weston-Pelham Park (91),91,Weston-Pelham Park (91),-79.45576542,43.67032293
304528,GO-20221444569,7/28/2022,7/28/2022,2022,July,28,209,Thursday  ,9,2022,July,28,209,Thursday  ,9,D43,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,141,Golfdale-Cedarbrae-Woburn (141),137,Woburn (137),-79.22523617,43.75982961
168752,GO-20182237147,12/5/2018,10/12/2018,2018,December,5,339,Wednesday ,20,2018,October,12,285,Friday    ,14,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1430,100,Assault,Assault,170,Yonge-Bay Corridor (170),76,Bay Street Corridor (76),-79.37995625,43.65407279
228066,GO-20201159588,6/23/2020,12/31/2019,2020,June,23,175,Tuesday   ,21,2019,December,31,365,Tuesday   ,10,D42,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,128,Agincourt South-Malvern West (128),128,Agincourt South-Malvern West (128),-79.24009728,43.78886658
62313,GO-20152034592,11/27/2015,11/27/2015,2015,November,27,331,Friday    ,15,2015,November,27,331,Friday    ,12,D53,Bar / Restaurant,Commercial,2120,200,B&E,Break and Enter,97,Yonge-St.Clair (97),97,Yonge-St.Clair (97),-79.39369356,43.68712084
411646,GO-20242314929,10/23/2024,10/22/2024,2024,October,23,297,Wednesday ,3,2024,October,22,296,Tuesday   ,10,D23,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,2120,200,B&E,Break and Enter,1,West Humber-Clairville (1),1,West Humber-Clairville (1),-79.58729301,43.68951267
132604,GO-20173201475,12/15/2017,12/15/2017,2017,December,15,349,Friday    ,14,2017,December,15,349,Friday    ,14,D41,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,121,Oakridge (121),121,Oakridge (121),-79.27952568,43.70324281
387874,GO-2024875541,4/24/2024,4/19/2024,2024,April,24,115,Wednesday ,10,2024,April,19,110,Friday    ,22,D53,Ttc Bus,Transit,1420,100,Assault With Weapon,Assault,55,Thorncliffe Park (55),55,Thorncliffe Park (55),-79.35276762,43.70186929
246263,GO-20202425596,12/26/2020,12/26/2020,2020,December,26,361,Saturday  ,11,2020,December,26,361,Saturday  ,11,D23,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,6,Kingsview Village-The Westway (6),6,Kingsview Village-The Westway (6),-79.53435946,43.70029657
165628,GO-20182063422,11/8/2018,11/8/2018,2018,November,8,312,Thursday  ,19,2018,November,8,312,Thursday  ,18,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,79,University (79),79,University (79),-79.39900524,43.6608978
407829,GO-20242090030,9/23/2024,9/23/2024,2024,September,23,267,Monday    ,18,2024,September,23,267,Monday    ,18,D12,Bar / Restaurant,Commercial,1430,100,Assault,Assault,110,Keelesdale-Eglinton West (110),110,Keelesdale-Eglinton West (110),-79.4643626,43.68254161
30135,GO-20143417452,12/3/2014,1/1/2012,2014,December,3,337,Wednesday ,17,2012,January,1,1,Sunday    ,9,D41,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1430,100,Assault,Assault,125,Ionview (125),125,Ionview (125),-79.27334831,43.73377437
